accident_number,date,time,year,street1,street2,road_class,district,latitude,longitude,x,y,accident_location,traffctl,visibility,light,road_surface_condition,hood_158,neighbourhood_new,hood_140,neighbourhood_old,accident_class,pedestrian,cyclist,automobile,motorcycle,truck,trsn_city_veh,emerg_veh,passenger,speeding,aggressive_driving,redlight,alcohol,disability,impact_type,involvement_type,initial_direction,vehicle_type,manoeuver,driver_action,driver_condition,pedestrian_action,pedestrian_condition,cyclist_type,cyclist_action,cyclist_condition,injury,involvement_age,injury_severity_score
1372377.0,2013-08-27 08:00:00,1533,2013,HUMBER COLLEGE Blvd,WINDWOOD Dr,Minor Arterial,Etobicoke York,43.730746,-79.606792,612203.905,4842910.2597,Unknown,Pedestrian Crossover,Clear,Daylight,Dry,1,West Humber-Clairville,1,West Humber-Clairville (1),Fatal,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",South,['Pick Up Truck'],['Going Ahead'],['Failed to Yield Right of Way'],['Normal'],"['Crossing, Pedestrian Crossover']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['15 to 19', '55 to 59']",4.0
1372437.0,2013-06-20 08:00:00,1115,2013,ST CLAIR AVE W,WELLS HILL AVE,Major Arterial,Toronto and East York,43.683745,-79.41509,627742.8161,4837967.5708,Unknown,No Control,Clear,Daylight,Dry,96,Casa Loma,96,Casa Loma (96),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",West,"['Other', 'Automobile, Station Wagon']",['Changing Lanes'],['Improper Lane Change'],['Normal'],['Person Getting on/off Vehicle'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '50 to 54', '45 to 49']",3.0
1372585.0,2013-08-28 08:00:00,545,2013,KENNEDY RD,STRATTON AVE,Major Arterial,Scarborough,43.738246,-79.270458,639273.9017,4844253.6439,Unknown,Stop Sign,Clear,Dark,Dry,125,Ionview,125,Ionview (125),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",South,"['Automobile, Station Wagon', 'Bicycle']",['Going Ahead'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],"['Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.']",['Failed to Yield Right of Way'],['Inattentive'],False,"['35 to 39', '40 to 44']",3.0
1372589.0,2013-08-28 08:00:00,1710,2013,WILSON HEIGHTS BLVD,ANSFORD AVE,Minor Arterial,North York,43.735579,-79.447803,624998.3476,4843674.5956,At Intersection,No Control,Clear,Daylight,Dry,33,Clanton Park,33,Clanton Park (33),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",South,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['50 to 54', '40 to 44']",3.0
1372794.0,2013-08-29 08:00:00,1108,2013,DUFFERIN ST,BLOOR ST W,Major Arterial,Toronto and East York,43.660468,-79.435611,626137.5738,4835350.9452,Unknown,No Control,Clear,Daylight,Dry,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),Non-Fatal Injury,0,0,0,1,0,0,0,0,0,0,0,0,0,SMV Other,['Motorcycle Driver'],South,['Motorcycle'],['Going Ahead'],['Lost control'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['45 to 49'],3.0
1372876.0,2013-06-21 08:00:00,1535,2013,PINEWAY BLVD,BERNICK RD,Local,North York,43.798345,-79.37519,630709.1413,4850757.8241,At Intersection,Stop Sign,Clear,Daylight,Dry,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['40 to 44', '10 to 14']",3.0
1372879.0,2013-08-29 08:00:00,2136,2013,WILLIAM R ALLEN RD,TRANSIT RD,Major Arterial,North York,43.742278,-79.454852,624416.8114,4844408.0068,Non Intersection,No Control,Clear,Dark,Dry,33,Clanton Park,33,Clanton Park (33),Non-Fatal Injury,0,0,1,1,0,0,0,1,1,1,0,0,0,Rear End,"['Motorcycle Passenger', 'Vehicle Owner', 'Motorcycle Driver', 'Driver']",South,"['Other', 'Motorcycle', 'Automobile, Station Wagon']",['Going Ahead'],"['Exceeding Speed Limit', 'Lost control']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', 'unknown', '30 to 34']",3.0
1372923.0,2013-06-19 08:00:00,1300,2013,BROWNS Line,WHALEY Dr,Major Arterial,Etobicoke York,43.60657,-79.547351,617232.587,4829201.0981,Unknown,No Control,Clear,Daylight,Dry,20,Alderwood,20,Alderwood (20),Non-Fatal Injury,0,0,1,0,0,0,0,1,1,1,0,0,0,Rear End,"['Passenger', 'Vehicle Owner', 'Driver']",North,"['Other', 'Automobile, Station Wagon']","['Going Ahead', 'Stopped']","['Speed too Fast For Condition', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['85 to 89', 'unknown', '55 to 59', '80 to 84']",3.0
1372930.0,2013-06-19 08:00:00,2200,2013,DUFFERIN ST,SHANLY ST,Major Arterial,Toronto and East York,43.662945,-79.43669,626045.3891,4835624.4089,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,1,0,0,0,Rear End,"['Passenger', 'Vehicle Owner', 'Driver']",South,"['Other', 'Automobile, Station Wagon']","['Stopped', 'Going Ahead']","['Driving Properly', 'Following too Close']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', 'unknown', '35 to 39', '25 to 29']",3.0
1372963.0,2013-06-21 08:00:00,1532,2013,247 DAVENPORT Rd,Not Applicable,Major Arterial,Toronto and East York,43.674456,-79.397746,629160.676,4836962.7623,Unknown,No Control,Clear,Daylight,Dry,95,Annex,95,Annex (95),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Sideswipe,"['Driver', 'Moped Driver']",East,"['Automobile, Station Wagon', 'Moped']","['Parked', 'Going Ahead']","['Other', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['65 to 69', '50 to 54']",3.0
1373039.0,2013-08-30 08:00:00,1900,2013,91 PARK ST,Not Applicable,Collector,Scarborough,43.711016,-79.252559,640779.0352,4841259.5954,Unknown,No Control,Clear,Daylight,Dry,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Pedestrian', 'Driver']",South,"['Other', 'Automobile, Station Wagon']",['Reversing'],['Other'],['Normal'],['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['60 to 64', '10 to 14']",3.0
1373040.0,2013-08-30 08:00:00,1545,2013,DANFORTH RD,BARDSEA CRT,Major Arterial,Scarborough,43.748545,-79.244487,641341.0392,4845441.4914,At Intersection,Stop Sign,Clear,Daylight,Dry,157,Bendale South,127,Bendale (127),Fatal,0,0,1,1,1,0,0,0,1,1,0,0,0,Turning Movement,"['Driver', 'Motorcycle Driver', 'Truck Driver']",North,"['Automobile, Station Wagon', 'Motorcycle', 'Truck - Closed (Blazer, etc)']","['Turning Right', 'Changing Lanes', 'Stopped']","['Failed to Yield Right of Way', 'Improper Lane Change', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['75 to 79', '45 to 49', '65 to 69']",4.0
1373041.0,2013-08-30 08:00:00,1948,2013,BIRCHMOUNT RD,SCARDEN AVE,Major Arterial,Scarborough,43.774165,-79.295017,637214.1043,4848202.0034,At Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '65 to 69', '70 to 74']",3.0
1373362.0,2013-09-02 08:00:00,2152,2013,THE WEST MALL,CIVIC CENTRE CRT,Minor Arterial,Etobicoke York,43.642237,-79.56599,615659.943,4833136.2125,Unknown,Traffic Signal,Clear,Dark,Dry,13,Etobicoke West Mall,13,Etobicoke West Mall (13),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",North,"['Automobile, Station Wagon', 'Bicycle']","['Turning Right', 'Going Ahead']",['Failed to Yield Right of Way'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turning right on red at signalized intersection strikes cyclist.'],['Driving Properly'],['Normal'],False,"['unknown', '25 to 29']",3.0
1373372.0,2013-06-22 08:00:00,1820,2013,KEELE St,ROGERS Rd,Major Arterial,Etobicoke York,43.682128,-79.471584,623192.7009,4837702.5154,At Intersection,Traffic Signal,Clear,Daylight,Dry,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,1,0,0,1,SMV Other,"['Driver', 'Other Property Owner']",East,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Lost control'],['Medical or Physical Disability'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['70 to 74', 'unknown']",3.0
1373423.0,2013-06-22 08:00:00,1420,2013,LAKE SHORE BLVD W,LOWER SIMCOE ST,Expressway,Toronto and East York,43.640345,-79.38319,630407.8957,4833197.0529,Unknown,Traffic Signal,Rain,Daylight,Wet,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']","['Going Ahead', 'Stopped']","['Lost control', 'Driving Properly']","['Inattentive', 'Normal']",['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', 'unknown', '25 to 29', '20 to 24']",3.0
1373473.0,2013-06-25 08:00:00,1725,2013,QUEEN ST W,MC CAUL ST,Major Arterial,Toronto and East York,43.650145,-79.38979,629854.4331,4834275.1216,Unknown,No Control,Clear,Daylight,Dry,164,Wellington Place,77,Waterfront Communities-The Island (77),Non-Fatal Injury,1,1,0,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Cyclist', 'Pedestrian']",East,"['Bicycle', 'Other']",['Going Ahead'],[],[],"['Crossing, no Traffic Control']",['Unknown'],['Cyclist strikes pedestrian.'],['Driving Properly'],['Normal'],False,"['30 to 34', '25 to 29']",3.0
1373498.0,2013-09-03 08:00:00,800,2013,SENTINEL RD,LAMBERTON BLVD,Collector,Etobicoke York,43.753844,-79.499591,620791.0882,4845626.3651,At Intersection,Stop Sign,Clear,Daylight,Dry,27,York University Heights,27,York University Heights (27),Fatal,1,0,0,0,1,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Truck Driver', 'Pedestrian']",North,['Truck - Dump'],['Turning Left'],['Failed to Yield Right of Way'],['Normal'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['unknown', '40 to 44', '10 to 14']",4.0
1373747.0,2013-06-25 08:00:00,2126,2013,1173 DAVENPORT RD,Not Applicable,Minor Arterial,Toronto and East York,43.674491,-79.432575,626352.9447,4836913.0058,Intersection Related,No Control,Clear,"Dusk, artificial",Dry,94,Wychwood,94,Wychwood (94),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",East,"['Pick Up Truck', 'Bicycle']","['Stopped', 'Going Ahead']",['Other'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Cyclist struck opened vehicle door'],['Driving Properly'],['Normal'],False,"['30 to 34', '25 to 29']",3.0
1373775.0,2013-06-24 08:00:00,1755,2013,STEELES AVE E,STAINES RD,Minor Arterial,Scarborough,43.841334,-79.230891,642215.4081,4855770.4924,Unknown,No Control,Clear,Daylight,Dry,144,Morningside Heights,131,Rouge (131),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,0,0,0,0,Rear End,"['Driver', 'Passenger', 'Other']",East,"['Automobile, Station Wagon', 'Other']","['Pulling Onto Shoulder or towardCurb', 'Going Ahead', 'Parked']","['Lost control', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '10 to 14', '40 to 44', 'unknown']",3.0
1373856.0,2013-09-05 08:00:00,1805,2013,MILNER AVE,SCUNTHORPE RD,Minor Arterial,Scarborough,43.788844,-79.240093,641599.6843,4849924.8312,Unknown,Pedestrian Crossover,Clear,Daylight,Dry,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),Fatal,1,0,0,0,1,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Pedestrian', 'Truck Driver']",South,"['Truck - Closed (Blazer, etc)']",['Going Ahead'],['Failed to Yield Right of Way'],['Unknown'],"['Crossing, Pedestrian Crossover']",['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['85 to 89', '60 to 64']",4.0
1374005.0,2013-09-07 08:00:00,205,2013,ROSEDALE VALLEY RD,BAYVIEW AVE,Major Arterial,Toronto and East York,43.670146,-79.360187,632197.8717,4836543.2487,Unknown,No Control,Clear,"Dark, artificial",Dry,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),Fatal,0,0,0,1,0,0,0,0,1,1,0,0,0,SMV Other,"['Motorcycle Driver', 'Other Property Owner']",East,['Motorcycle'],['Going Ahead'],['Speed too Fast For Condition'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['35 to 39', 'unknown']",4.0
1374223.0,2020-07-24 08:00:00,254,2020,CALEDONIA PARK RD,DAVENPORT RD,Minor Arterial,Etobicoke York,43.671027,-79.451061,624869.9249,4836500.2893,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),Non-Fatal Injury,0,0,1,0,0,0,0,1,1,1,0,1,0,SMV Other,"['Driver', 'Passenger']",South,"['Automobile, Station Wagon']",['Going Ahead'],['Lost control'],"['Ability Impaired, Alcohol Over .08']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '25 to 29']",3.0
1374300.0,2013-06-27 08:00:00,1215,2013,BLOOR ST W,MILL RD,Major Arterial,Etobicoke York,43.631345,-79.57679,614809.6036,4831911.5282,Unknown,No Control,Clear,Daylight,Dry,12,Markland Wood,12,Markland Wood (12),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Other'],['Lost control'],['Fatigue'],['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['15 to 19', '25 to 29']",3.0
1374340.0,2013-06-27 08:00:00,900,2013,KEELE St,ROGERS Rd,Major Arterial,Etobicoke York,43.682145,-79.47159,623192.1825,4837704.3946,At Intersection,Traffic Signal,Clear,Daylight,Dry,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Turning Right'],['Failed to Yield Right of Way'],['Unknown'],['Crossing with right of way'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '75 to 79']",3.0
1374422.0,2013-06-29 08:00:00,2220,2013,LAKE SHORE Blvd W,REMEMBRANCE Dr,Major Arterial,Toronto and East York,43.634406,-79.408748,628359.0742,4832497.6117,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,163,Fort York-Liberty Village,82,Niagara (82),Non-Fatal Injury,0,0,1,1,0,0,0,1,0,0,0,0,0,Turning Movement,"['Passenger', 'Motorcycle Driver', 'Vehicle Owner', 'Driver']",East,"['Other', 'Motorcycle', 'Automobile, Station Wagon']","['Going Ahead', 'Making U Turn']","['Driving Properly', 'Improper Turn']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '35 to 39', 'unknown', '40 to 44']",3.0
1374452.0,2013-07-08 08:00:00,945,2013,SUTHERLAND DR,MCRAE DR,Collector,North York,43.708598,-79.365428,631691.1697,4840805.5372,At Intersection,Stop Sign,Clear,Daylight,Dry,56,Leaside-Bennington,56,Leaside-Bennington (56),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",North,"['Pick Up Truck', 'Bicycle']",['Going Ahead'],['Failed to Yield Right of Way'],['Normal'],['Not Applicable'],['Not Applicable'],"['Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.']",['Driving Properly'],['Normal'],False,"['55 to 59', '25 to 29']",3.0
1375311.0,2013-09-14 08:00:00,0,2013,POTSDAM RD,WILMONT DR,Local,Etobicoke York,43.759463,-79.511226,619843.1828,4846233.5363,Unknown,No Control,Clear,Daylight,Dry,24,Black Creek,24,Black Creek (24),Non-Fatal Injury,0,0,1,0,0,0,0,0,1,1,0,0,0,SMV Unattended Vehicle,"['Driver', 'Other']",East,"['Automobile, Station Wagon']","['Going Ahead', 'Parked']",['Exceeding Speed Limit'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '70 to 74']",3.0
1375340.0,2013-09-14 08:00:00,1400,2013,DON MILLS RD,ST DENNIS DR,Major Arterial,North York,43.716544,-79.337306,633939.1725,4841733.1151,Unknown,Traffic Signal,Clear,Daylight,Dry,44,Flemingdon Park,44,Flemingdon Park (44),Non-Fatal Injury,0,0,1,1,0,0,0,1,0,0,0,0,0,Turning Movement,"['Passenger', 'Motorcycle Driver', 'Driver']",North,"['Other', 'Motorcycle', 'Automobile, Station Wagon']","['Going Ahead', 'Turning Left']","['Driving Properly', 'Improper Turn']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '40 to 44']",3.0
1375428.0,2013-09-16 08:00:00,130,2013,STEELES AVE W,BATHURST ST,Major Arterial,North York,43.792533,-79.445163,625092.1853,4850004.178,Unknown,No Control,Rain,"Dark, artificial",Wet,36,Newtonbrook West,36,Newtonbrook West (36),Fatal,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Running onto Roadway'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,['20 to 24'],4.0
1375460.0,2013-07-03 08:00:00,25,2013,YORK MILLS RD,PARKWOODS VILLAGE DR,Major Arterial,North York,43.761538,-79.323894,634918.4956,4846752.1287,At Intersection,No Control,Clear,Dark,Dry,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),Non-Fatal Injury,0,0,0,1,0,0,0,0,0,1,0,1,0,SMV Other,['Motorcycle Driver'],North,['Motorcycle'],['Going Ahead'],['Lost control'],"['Ability Impaired, Alcohol Over .08']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['20 to 24'],3.0
1375838.0,2013-07-04 08:00:00,1444,2013,QUEENS QUAY E,LOWER JARVIS ST,Minor Arterial,Toronto and East York,43.643866,-79.368961,631547.8992,4833610.5608,At Intersection,Traffic Signal,Clear,Daylight,Dry,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",East,"['Automobile, Station Wagon', 'Bicycle']","['Turning Left', 'Going Ahead']",['Failed to Yield Right of Way'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turned left across cyclists path.'],['Disobeyed Traffic Control'],['Normal'],False,"['30 to 34', '50 to 54']",3.0
1376061.0,2013-09-18 08:00:00,1634,2013,LAKE SHORE BLVD W,DWIGHT AVE,Major Arterial,Etobicoke York,43.602343,-79.497989,621224.7546,4828802.4984,Unknown,No Control,Clear,Daylight,Dry,18,New Toronto,18,New Toronto (18),Fatal,0,1,1,0,0,0,0,1,0,0,0,0,0,Cyclist Collisions,"['Passenger', 'Driver', 'Cyclist']",East,"['Automobile, Station Wagon', 'Bicycle']","['Going Ahead', 'Unknown']",['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],"['Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.']",['Lost control'],['Unknown'],True,"['unknown', '60 to 64', '50 to 54']",4.0
1376445.0,2013-09-21 08:00:00,1621,2013,EVANS AVE,ISLINGTON AVE,Major Arterial,Etobicoke York,43.618384,-79.511318,620117.0491,4830564.6777,At Intersection,Traffic Signal,Rain,Daylight,Wet,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,1,Rear End,['Driver'],West,"['Automobile, Station Wagon']","['Going Ahead', 'Turning Right']","['Lost control', 'Driving Properly']","['Medical or Physical Disability', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['70 to 74', '50 to 54']",3.0
1376797.0,2013-07-08 08:00:00,2106,2013,LAWRENCE AVE W,PINE ST,Major Arterial,Etobicoke York,43.701968,-79.508319,620192.1405,4839852.1076,At Intersection,Traffic Signal,Rain,Dark,Wet,113,Weston,113,Weston (113),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['65 to 69'],3.0
1376821.0,2013-07-09 08:00:00,1830,2013,REXDALE BLVD,QUEENS PLATE DR,Major Arterial,Etobicoke York,43.719145,-79.603442,612495.4151,4841626.3484,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,West Humber-Clairville,1,West Humber-Clairville (1),Non-Fatal Injury,0,0,1,0,1,0,0,0,0,1,0,0,0,Turning Movement,"['Vehicle Owner', 'Truck Driver', 'Driver']",East,"['Other', 'Truck - Open', 'Automobile, Station Wagon']","['Going Ahead', 'Turning Left']","['Driving Properly', 'Failed to Yield Right of Way']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '20 to 24', '50 to 54']",3.0
1376894.0,2013-07-09 08:00:00,1627,2013,CHURCH ST,HAYDEN ST,Minor Arterial,Toronto and East York,43.670149,-79.3828,630374.8391,4836507.7934,At Intersection,Stop Sign,Clear,Daylight,Dry,167,Church-Wellesley,75,Church-Yonge Corridor (75),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Driving Properly'],['Normal'],['Crossing without right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '40 to 44']",3.0
1376926.0,2013-07-09 08:00:00,1758,2013,244 CALEDONIA Rd,Not Applicable,Minor Arterial,Toronto and East York,43.682246,-79.457691,624312.2646,4837736.3509,Unknown,No Control,Clear,Daylight,Dry,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '70 to 74']",3.0
1377012.0,2013-09-24 08:00:00,1742,2013,BARRINGTON AVE,SECORD AVE,Collector,Toronto and East York,43.692603,-79.302364,636808.4258,4839131.1855,Unknown,Stop Sign,Clear,Daylight,Dry,61,Taylor-Massey,61,Taylor-Massey (61),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Failed to Yield Right of Way'],['Normal'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['70 to 74', '65 to 69']",3.0
1377196.0,2013-07-12 08:00:00,2240,2013,DUFFERIN St,HOLMESDALE Rd,Major Arterial,Toronto and East York,43.688601,-79.44736,625131.7514,4838457.6966,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,107,Oakwood Village,107,Oakwood Village (107),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",North,"['Automobile, Station Wagon', 'Bicycle']","['Turning Left', 'Going Ahead']",['Improper Turn'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turned left across cyclists path.'],['Driving Properly'],['Normal'],False,"['55 to 59', '15 to 19']",3.0
1377363.0,2013-09-24 08:00:00,1830,2013,QUEENS QUAY E,BONNYCASTLE ST,Minor Arterial,Toronto and East York,43.645564,-79.36433,631917.6898,4833806.4966,Unknown,No Control,Clear,Daylight,Dry,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Driving Properly'],['Normal'],['Other'],['Other'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '20 to 24']",3.0
